product,type,inches,ram,os,weight,price,screen,screenw,screenh,touchscreen,ipspanel,retina,cpu_brand,cpu_freq,cpu_model,primary_storage,secondary_storage,primary_storage_type,secondary_storage_type,gpu_brand,gpu_model,total_storage_gb,storage_type,cpu_generation,price_segment
GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.2,1089,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Legion Y520-15IKBN,Gaming,15.6,4,Windows 10,2.4,999,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,Mid
Predator G9-793,Gaming,17.3,16,Windows 10,4.2,2299,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,985,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,Mid
FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.24,1339,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX1060,0,Mixed,7th Gen,High
K146 (N3350/4GB/32GB/W10),Notebook,14,4,Windows 10,1.22,203,Standard,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1970,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Yoga 510-15IKB,2 in 1 Convertible,15.6,8,Windows 10,2.08,959,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R7 M460,0,SSD,7th Gen,Mid
"MacBook 12""",Ultrabook,12,8,Mac OS X,0.92,1165,Standard,2304,1440,No,Yes,Yes,Intel,1.2,Core M,512,0,Flash Storage,No,Intel,HD Graphics 5300,0,Unknown,Unknown,High
ThinkPad X1,2 in 1 Convertible,14,8,Windows 10,1.42,2330,Standard,2560,1440,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14,4,Windows 10,1.63,299,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
Latitude 3580,Notebook,15.6,8,Windows 10,1.95,810,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Yoga 910-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.38,1349,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Vostro 5568,Notebook,15.6,8,Windows 10,2,739,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 M420X,0,SSD,6th Gen,Mid
ZBook 17,Workstation,15.6,8,Windows 10,3.14,2065,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200,0,SSD,7th Gen,Premium
Pro P2540UA-XS51,Notebook,15.6,8,Windows 10,2.37,1099,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1499,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
XPS 15,Notebook,15.6,8,Windows 10,2.06,1749,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,Premium
Latitude 3180,Netbook,11.6,4,Windows 10,1.63,744,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505,0,SSD,4th Gen,Mid
EliteBook 820,Netbook,12.5,8,Windows 10,1.26,1389,Standard,1366,768,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Satellite Pro,Notebook,15.6,4,Windows 10,2.1,780,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,629,Standard,1366,768,No,No,No,AMD,2.5,A12-Series 9700P,2048,0,HDD,No,AMD,Radeon R7 Graphics,0,HDD,9th Gen,Mid
Inspiron 7567,Gaming,15.6,16,Windows 10,2.62,1679,4K Ultra HD,3840,2160,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,0,SSD,7th Gen,Premium
IdeaPad 310-15IKB,Notebook,15.6,4,Windows 10,2.4,609,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920M,0,HDD,7th Gen,Mid
Omen 17-an012dx,Gaming,17.3,12,Windows 10,3.74,1749,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,AMD,Radeon RX 580,0,HDD,7th Gen,Premium
GE72MVR 7RG,Gaming,17.3,16,Windows 10,2.9,2415,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
Notebook 9,Ultrabook,13.3,8,Windows 10,0.81,1499,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Vostro 5568,Notebook,15.6,8,Windows 10,1.98,961,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce GT 940MX,0,HDD,7th Gen,Mid
Vostro 3568,Notebook,15.6,8,Windows 10,2.18,790,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M420,0,SSD,7th Gen,Mid
Thinkpad T470s,Ultrabook,14,8,Windows 10,1.32,1859,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Blade Stealth,Ultrabook,12.5,16,Windows 10,1.29,1799,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.5,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Chromebook 11,Netbook,11.6,4,Chrome OS,1.23,385,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,3th Gen,Low
Alienware 17,Gaming,17.3,16,Windows 10,4.36,2505,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Latitude 3480,Notebook,14,4,Windows 10,1.76,755,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,490,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
Tecra X40-D-10Z,Ultrabook,14,4,Windows 10,1.25,1090,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Thinkpad X1,Ultrabook,14,8,Windows 10,1.13,2499,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
GL62M 7RD,Gaming,15.6,8,Windows 10,2.4,1199,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,0,SSD,7th Gen,High
ThinkPad X1,Ultrabook,14,8,Windows 10,1.13,1875,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,Flash Storage,No,Intel,HD Graphics 620,0,Unknown,7th Gen,Premium
Satellite Pro,Notebook,14,4,Windows 10,1.75,499,Standard,1366,768,No,No,No,Intel,2.1,Pentium Dual Core 4405U,128,0,SSD,No,Intel,HD Graphics 510,0,SSD,4th Gen,Low
ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.1,1358,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Latitude 3480,Notebook,14,4,Windows 10,1.76,585,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
Chromebook 11,Netbook,11.6,4,Chrome OS,1.35,355,Standard,1366,768,No,Yes,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,3th Gen,Low
Swift 3,Notebook,14,8,Windows 10,1.5,619,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Blade Pro,Gaming,17.3,32,Windows 10,3.49,5499,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.9,Core i7 7820HK,512,0,SSD,No,Nvidia,GeForce GTX 1080,0,SSD,7th Gen,Premium
Thinkpad X1,Ultrabook,14,16,Windows 10,1.1,2099,Quad HD+,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
VivoBook Max,Notebook,15.6,4,Linux,2.1,519,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920,0,HDD,7th Gen,Low
Thinkpad T460,Notebook,14,8,Windows 10,1.7,1186,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ThinkPad T470s,Notebook,14,8,Windows 10,1.32,1650,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Alienware 15,Gaming,15.6,16,Windows 10,3.21,2775,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
Rog GL702VS-BA023T,Gaming,17.3,16,Windows 10,2.9,2419,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
Satellite Pro,Notebook,15.6,4,Windows 10,2,669,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
N42-20 Chromebook,Notebook,14,4,Chrome OS,1.5,325,Standard,1366,768,No,No,No,Intel,1.6,Celeron Quad Core N3160,16,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,3th Gen,Low
R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,8,Windows 10,2.3,590,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
Rog GL702VM-GC017T,Gaming,17.3,16,Windows 10,2.73,1799,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,6th Gen,Premium
Alienware 17,Gaming,17.3,32,Windows 10,4.42,3073,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
ProBook 470,Notebook,17.3,8,Windows 10,2.63,910,Standard,1600,900,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 930MX,0,HDD,7th Gen,Mid
Vostro 3568,Notebook,15.6,8,Windows 10,2.18,714,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
EliteBook 840,Ultrabook,14,8,Windows 7,1.54,1870,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Vostro 3568,Notebook,15.6,4,Windows 10,2.18,739,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R5 M420,0,SSD,7th Gen,Mid
Chromebook X360,2 in 1 Convertible,11.6,4,Chrome OS,1.4,615,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Mid
ZenBook UX310UQ-GL026T,Ultrabook,13.3,8,Windows 10,1.45,1026,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,512,0,SSD,No,Nvidia,GeForce 940M,0,SSD,6th Gen,High
EliteBook x360,2 in 1 Convertible,13.3,8,Windows 10,1.28,2277,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
EliteBook 840,Ultrabook,14,8,Windows 10,1.54,1468,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
250 G6,Notebook,15.6,4,No OS,1.86,299,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400,0,SSD,3th Gen,Low
Rog GL502VM-DS74,Gaming,15.6,16,Windows 10,2.1,1899,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Inspiron 5767,Notebook,17.3,8,Linux,2.83,865,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445,0,HDD,7th Gen,Mid
ThinkPad T470p,Ultrabook,14,8,Windows 10,1.96,1903,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GT 940MX,0,SSD,7th Gen,Premium
K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,8,Windows 10,2.3,787,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce GTX 930MX,0,SSD,7th Gen,Mid
Latitude 5580,Notebook,15.6,8,Windows 10,1.9,945,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
X541NA (N4200/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2,449,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,0,HDD,4th Gen,Low
EliteBook x360,2 in 1 Convertible,13.3,8,Windows 10,1.28,2559,Full HD,1920,1080,Yes,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Inspiron 5368,Notebook,13.3,8,Windows 10,1.62,649,Full HD,1920,1080,Yes,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,469,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
ThinkPad E570,Notebook,15.6,8,Windows 10,2.3,851,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1349,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,AMD,Radeon R7 M465,0,SSD,7th Gen,High
Portege X30-D-10X,Notebook,13.3,4,Windows 10,1.05,1285,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.5,1017,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,0,HDD,7th Gen,High
XPS 13,Ultrabook,13.3,16,Windows 10,1.29,2240,Quad HD+,3200,1800,Yes,No,No,Intel,2.5,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640,0,SSD,7th Gen,Premium
Probook 450,Notebook,15.6,4,Windows 10,2.07,910,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
Portégé Z30-C-188,Ultrabook,13.3,8,Windows 10,1.2,1095,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ThinkPad Yoga,2 in 1 Convertible,13.3,8,Windows 10,1.37,1950,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14,8,Windows 10,1.56,902,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Precision 3520,Workstation,15.6,8,Windows 10,2.23,1778,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,Quadro M620,0,HDD,7th Gen,Premium
ThinkPad L570,Notebook,15.6,4,Windows 10,2.38,1055,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,High
IdeaPad 110-15ISK,Notebook,15.6,4,No OS,2.2,479,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,0,HDD,6th Gen,Low
Tecra A50-D-11D,Notebook,15.6,8,Windows 10,2,1388,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Thinkpad 13,Notebook,13.3,4,Windows 10,1.44,735,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,180,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Notebook 9,Ultrabook,15,16,Windows 10,1.23,1849,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,7th Gen,Premium
Latitude 7280,Ultrabook,12.5,8,Windows 10,1.6,1690,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,4,Linux,2,399,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,0,HDD,4th Gen,Low
Mi Notebook,Ultrabook,13.3,8,Windows 10,1.28,935,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Nvidia,GeForce 940MX,0,SSD,6th Gen,Mid
Vostro 5568,Notebook,15.6,4,Windows 10,2.18,913,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,0,Mixed,7th Gen,Mid
ProBook 450,Notebook,15.6,4,Windows 10,2.04,839,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
EliteBook x360,2 in 1 Convertible,13.3,4,Windows 10,1.28,1700,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Pavilion x360,2 in 1 Convertible,15.6,4,Windows 10,2.3,685,Standard,1366,768,Yes,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
VivoBook L402NA,Notebook,14.1,4,Windows 10,1.65,348,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,0,Unknown,3th Gen,Low
IdeaPad 510-15ISK,Notebook,15.6,8,Windows 10,2.2,669,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,1024,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,6th Gen,Mid
Inspiron 3552,Notebook,15.6,4,Windows 10,2.2,369,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,500,0,HDD,No,Intel,HD Graphics,0,HDD,3th Gen,Low
EliteBook x360,2 in 1 Convertible,13.3,4,Windows 10,1.28,1799,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Vostro 3568,Notebook,15.6,4,Linux,2.18,456,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420X,0,HDD,6th Gen,Low
Rog GL753VD-GC082T,Gaming,17.3,12,Windows 10,2.2,1370,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Chromebook C731-C78G,Netbook,11.6,4,Chrome OS,1.25,297,Standard,1366,768,No,Yes,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,3th Gen,Low
IdeaPad 110-17ACL,Notebook,17.3,4,Windows 10,2.8,379,Standard,1600,900,No,No,No,AMD,2.2,A4-Series 7210,500,0,HDD,No,AMD,Radeon R3,0,HDD,7th Gen,Low
Probook 640,Notebook,14,4,Windows 10,1.95,1265,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Envy x360,2 in 1 Convertible,13.3,16,Windows 10,1.42,1399,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Notebook 9,Ultrabook,15,8,Windows 10,1.17,1699,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
ThinkPad T470s,Ultrabook,14,8,Windows 10,1.32,1799,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
GS73VR Stealth,Gaming,17.3,16,Windows 10,2.43,2649,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.6,Core i7 6700HQ,512,2048,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,6th Gen,Premium
Portege X30-D-10V,Notebook,13.3,8,Windows 10,1.05,1475,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Inspiron 7567,Gaming,15.6,8,Linux,2.62,929,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050Ti,0,HDD,7th Gen,Mid
ProBook 450,Notebook,15.6,8,Windows 10,2.04,900,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 930MX,0,HDD,7th Gen,Mid
Vostro 3568,Notebook,15.6,4,Windows 10,2.18,614,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420X,0,HDD,6th Gen,Mid
Latitude 5580,Notebook,15.6,8,Windows 10,1.9,935,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
XPS 13,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013,Quad HD+,3200,1800,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615,0,SSD,Unknown,Premium
G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,32,Windows 10,3.58,1279,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,256,SSD,SSD,Nvidia,GeForce GTX 980M,0,SSD,6th Gen,High
XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,1649,Full HD,1920,1080,Yes,No,No,Intel,1.3,Core i7 7Y75,256,0,SSD,No,Intel,HD Graphics 615,0,SSD,Unknown,Premium
ThinkPad X1,Ultrabook,14,8,Windows 10,1.13,2049,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,Flash Storage,No,Intel,HD Graphics 620,0,Unknown,7th Gen,Premium
ThinkPad T570,Notebook,15.6,8,Windows 10,1.95,1963,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Gram 15Z970,Ultrabook,15.6,16,Windows 10,1.08,2099,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Elitebook 820,Netbook,12.5,8,Windows 10,1.26,1483,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Chromebook CB5-571-C1DZ,Notebook,15.6,4,Chrome OS,2.2,359,Full HD,1920,1080,No,Yes,No,Intel,1.5,Celeron Dual Core 3205U,16,0,Flash Storage,No,Intel,HD Graphics,0,Unknown,3th Gen,Low
IdeaPad Y700-15ISK,Notebook,15.6,8,Windows 10,2.6,789,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,0,Mixed,6th Gen,Mid
Gram 14Z970,Ultrabook,14,8,Windows 10,0.98,1899,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Latitude 5480,Notebook,14,8,Windows 10,1.6,1205,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
